geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
93280,-29.857421307349032,-51.1505757835794,esteio,RS
93210,-29.82704118195732,-51.168299122149506,sapucaia do sul,RS
93216,-29.81853035909265,-51.15357744526564,sapucaia do sul,RS
93285,-29.85887345374468,-51.16239318264208,esteio,RS
93210,-29.830605548048304,-51.163285999911295,sapucaia do sul,RS
93265,-29.85665086106287,-51.17120349320162,esteio,RS
93224,-29.834328178415408,-51.14025140034815,sapucaia do sul,RS
93230,-29.84014081370714,-51.1267602688418,sapucaia do sul,RS
93280,-29.847360479168845,-51.147714389251846,esteio,RS
93285,-29.86162263970755,-51.161050170185355,esteio,RS
93220,-29.831667386079122,-51.15758667715025,sapucaia do sul,RS
93260,-29.837407678350854,-51.158049962538605,esteio,RS
93220,-29.830719399517843,-51.15628390359849,sapucaia do sul,RS
93265,-29.85571618977561,-51.167573105218494,esteio,RS
93220,-29.82932964695941,-51.14693520547347,sapucaia do sul,RS
93220,-29.82760309273341,-51.150052685514744,sapucaia do sul,RS
93290,-29.85461322143239,-51.14474114786064,esteio,RS
93265,-29.846649710252294,-51.17092388894756,esteio,RS
93220,-29.82932246924557,-51.14928359504938,sapucaia do sul,RS
93270,-29.8460978023585,-51.18326216115785,esteio,RS
93212,-29.809786667432608,-51.162746932060095,sapucaia do sul,RS
93218,-29.815409600331897,-51.14268449518572,sapucaia do sul,RS
93280,-29.84743136895884,-51.15901793306092,esteio,RS
93280,-29.84590549903905,-51.15584143254899,esteio,RS
93230,-29.848905483426915,-51.125341891078435,sapucaia do sul,RS
93220,-29.827512308368405,-51.146123507023965,sapucaia do sul,RS
93212,-29.805988175720344,-51.18001076773729,sapucaia do sul,RS
93230,-29.846887646252608,-51.127257217195066,sapucaia do sul,RS
93228,-29.84186030298645,-51.13116186444489,sapucaia do sul,RS
93218,-29.817428939373173,-51.14632539769394,sapucaia do sul,RS
93230,-29.84682977723509,-51.13555185035629,sapucaia do sul,RS
93220,-29.824282467285066,-51.14924510537546,sapucaia do sul,RS
93224,-29.839334829841228,-51.144289521639884,sapucaia do sul,RS
93224,-29.82715585797152,-51.133180677436066,sapucaia do sul,RS
93270,-29.848468068499546,-51.18767064824005,esteio,RS
93224,-29.837818232622148,-51.14029165123192,sapucaia do sul,RS
93285,-29.860109546781807,-51.16220460839961,esteio,RS
93225,-29.831024771973592,-51.1326835079681,sapucaia do sul,RS
93226,-29.834395108688327,-51.152672867786634,sapucaia do sul,RS
93230,-29.840375074650826,-51.128313861013076,sapucaia do sul,RS
93224,-29.82984321465849,-51.13164990558315,sapucaia do sul,RS
93280,-29.85195563574295,-51.16310261007832,esteio,RS
93228,-29.84828226739473,-51.141666857233076,sapucaia do sul,RS
93270,-29.84614822941801,-51.181664129084226,esteio,RS
93280,-29.846716819295608,-51.174076511986115,esteio,RS
93285,-29.86294614655619,-51.14835466078589,esteio,RS
93225,-29.83368654110825,-51.1263448614457,sapucaia do sul,RS
93285,-29.857660430434777,-51.1461281246375,esteio,RS
93222,-29.833284775192066,-51.13279294482471,sapucaia do sul,RS
93280,-29.851245892059865,-51.15520430136582,esteio,RS
93270,-29.848354256995727,-51.18036344663722,esteio,RS
93214,-29.824596283383823,-51.15694591610822,sapucaia do sul,RS
93285,-29.86240630333787,-51.15291615471354,esteio,RS
93216,-29.818445211683734,-51.150807308284165,sapucaia do sul,RS
93260,-29.845489362272748,-51.16284824215168,esteio,RS
93280,-29.848565405222782,-51.14895187447956,esteio,RS
93226,-29.843919041351782,-51.13916796862586,sapucaia do sul,RS
93285,-29.85972552299291,-51.15815425135947,esteio,RS
93260,-29.836191559994308,-51.160476983310154,esteio,RS
93260,-29.843831360793754,-51.169425961804954,esteio,RS
93285,-29.86032372767742,-51.15076884335153,esteio,RS
93224,-29.837567922976504,-51.132877422976506,sapucaia do sul,RS
93226,-29.84167155361239,-51.14661414180048,sapucaia do sul,RS
93220,-29.833228771521355,-51.14919914320346,sapucaia do sul,RS
93224,-29.834259562751328,-51.141029290463244,sapucaia do sul,RS
93280,-29.85036062471617,-51.14726368996519,esteio,RS
93265,-29.85548261192606,-51.168434446764564,esteio,RS
93230,-29.850607531347524,-51.127741597812516,sapucaia do sul,RS
93214,-29.821058818275734,-51.164639468351915,sapucaia do sul,RS
93260,-29.84897387259464,-51.1763767224075,esteio,RS
93280,-29.86065433308532,-51.15276307981204,esteio,RS
93216,-29.816430084776,-51.154765204510994,sapucaia do sul,RS
93224,-29.833461794194964,-51.136855940664546,sapucaia do sul,RS
93220,-29.833477015590876,-51.155367478423244,sapucaia do sul,RS
93260,-29.838954257821086,-51.16881563541696,esteio,RS
93270,-29.845339507245512,-51.181446614767076,esteio,RS
93290,-29.85514636574084,-51.14512350537693,esteio,RS
93214,-29.82575366674872,-51.15952797629584,sapucaia do sul,RS
93226,-29.83449280606523,-51.15486482572228,sapucaia do sul,RS
93230,-29.837933380751057,-51.121724836596364,sapucaia do sul,RS
93230,-29.84333704588932,-51.118882445350934,sapucaia do sul,RS
93285,-29.853742039123144,-51.14603274091198,esteio,RS
93265,-29.847597175119766,-51.17110877031936,esteio,RS
93290,-29.84975086020783,-51.14317875419898,esteio,RS
93224,-29.83414199144277,-51.13869536667025,sapucaia do sul,RS
93230,-29.840349319467432,-51.120247631473895,sapucaia do sul,RS
93212,-29.82959350053717,-51.17071277304922,sapucaia do sul,RS
93225,-29.834687672196182,-51.12609988769179,sapucaia do sul,RS
93224,-29.826995668319526,-51.131395255115635,sapucaia do sul,RS
93222,-29.81523916737845,-51.12275611930573,sapucaia do sul,RS
93228,-29.841166082905442,-51.133081200616175,sapucaia do sul,RS
93280,-29.84688869854236,-51.151806898411806,esteio,RS
93260,-29.849984541648173,-51.17613547874826,esteio,RS
93228,-29.840944475535153,-51.13182359087725,sapucaia do sul,RS
93226,-29.84516438663169,-51.13804640183438,sapucaia do sul,RS
93216,-29.819661420332995,-51.156253025630654,sapucaia do sul,RS
93260,-29.842834401871066,-51.165075093767655,esteio,RS
93260,-29.84852085454741,-51.17556836040811,esteio,RS
93265,-29.86032838417343,-51.176563232156255,esteio,RS
93230,-29.841056794072212,-51.132521964958016,sapucaia do sul,RS
93295,-29.856849180832,-51.13547577624078,esteio,RS
93218,-29.801979000000006,-51.13950299999999,sapucaia do sul,RS
93265,-29.846567389021512,-51.1620123557767,esteio,RS
93212,-29.8109091034248,-51.181273820205405,sapucaia do sul,RS
93225,-29.835185535990004,-51.12759645936335,sapucaia do sul,RS
93222,-29.82041756610711,-51.14166799699268,sapucaia do sul,RS
93222,-29.81707459961422,-51.13896729252959,sapucaia do sul,RS
93220,-29.826698217062145,-51.14825108898608,sapucaia do sul,RS
93285,-29.858752177555736,-51.169406895690365,esteio,RS
93218,-29.80964216362865,-51.15184686941989,sapucaia do sul,RS
93220,-29.832100911684485,-51.15537109334321,sapucaia do sul,RS
93212,-29.810276619342407,-51.16901323697293,sapucaia do sul,RS
93270,-29.844488086855325,-51.18296755284878,esteio,RS
93224,-29.828034199504927,-51.13136770224744,sapucaia do sul,RS
93212,-29.807769814942034,-51.176136378868435,sapucaia do sul,RS
93265,-29.846899303107385,-51.177231522788134,esteio,RS
93222,-29.816742275388748,-51.1384359773927,sapucaia do sul,RS
93228,-29.84720778510777,-51.14016694652982,sapucaia do sul,RS
93214,-29.825071771724343,-51.15800816030242,sapucaia do sul,RS
93222,-29.81738638616858,-51.13570650884137,sapucaia do sul,RS
93212,-29.806214137008787,-51.17306575146644,sapucaia do sul,RS
93280,-29.84632635076698,-51.157920995440854,esteio,RS
93218,-29.80926910267443,-51.15052759346806,sapucaia do sul,RS
93212,-29.81909758075861,-51.17187306660361,sapucaia do sul,RS
93216,-29.813532869017592,-51.158689244197205,sapucaia do sul,RS
93230,-29.84264174840102,-51.11625796943007,sapucaia do sul,RS
93212,-29.817566675910875,-51.16658196520109,sapucaia do sul,RS
93290,-29.857968859817902,-51.143787477235975,esteio,RS
93220,-29.826856688022136,-51.14123321818529,sapucaia do sul,RS
93226,-29.834333297855807,-51.15051026667439,sapucaia do sul,RS
93214,-29.822145362000786,-51.157524988034325,sapucaia do sul,RS
93218,-29.815298162145055,-51.14530682452962,sapucaia do sul,RS
93214,-29.828522993384947,-51.161905553816894,sapucaia do sul,RS
93280,-29.85221915219304,-51.16163008993206,esteio,RS
93265,-29.85115060941782,-51.16730182840191,esteio,RS
93220,-29.832286734784137,-51.14958844943079,sapucaia do sul,RS
93265,-29.848635381286677,-51.172035730552494,esteio,RS
93224,-29.832797057651486,-51.14041725266385,sapucaia do sul,RS
93218,-29.81823452708642,-51.1463633296876,sapucaia do sul,RS
93210,-29.829505743472644,-51.16322043722971,sapucaia do sul,RS
93265,-29.85103215262412,-51.16895985983807,esteio,RS
93210,-29.827437959739974,-51.15339868334932,sapucaia do sul,RS
93285,-29.857394977457204,-51.14721591201201,esteio,RS
93214,-29.824251851982552,-51.152843526077184,sapucaia do sul,RS
93214,-29.82354190233233,-51.15973751073554,sapucaia do sul,RS
93224,-29.836142170760226,-51.14019336975751,sapucaia do sul,RS
93230,-29.847840314717104,-51.12451023050745,sapucaia do sul,RS
93220,-29.828177834414284,-51.151301596878604,sapucaia do sul,RS
93280,-29.846485481818352,-51.150667603565985,esteio,RS
93265,-29.850213603703303,-51.170579466525496,esteio,RS
93212,-29.80994354522315,-51.176865844451186,sapucaia do sul,RS
93224,-29.836378459593092,-51.14318849412169,sapucaia do sul,RS
93230,-29.853264445878978,-51.129212841420134,sapucaia do sul,RS
93285,-29.86062946319823,-51.159407060671136,esteio,RS
93218,-29.809927129999075,-51.14992533907584,sapucaia do sul,RS
93214,-29.823386377242866,-51.162553232030604,sapucaia do sul,RS
93210,-29.829149665935283,-51.16590217979396,sapucaia do sul,RS
93212,-29.801297999999946,-51.165943999999975,sapucaia do sul,RS
93270,-29.84819884543303,-51.1859866529383,esteio,RS
93220,-29.82909639265957,-51.1529475517213,sapucaia do sul,RS
93218,-29.814211758777247,-51.14746132942526,sapucaia do sul,RS
93260,-29.85175824250381,-51.17704461105696,esteio,RS
93225,-29.83327318410025,-51.130700306437404,sapucaia do sul,RS
93265,-29.85582472322111,-51.17058054486525,esteio,RS
93218,-29.81781055225319,-51.14681318604035,sapucaia do sul,RS
93270,-29.847723917456623,-51.18823481517486,esteio,RS
93285,-29.856102645326878,-51.16174331528228,esteio,RS
93280,-29.855383598022453,-51.151447139490436,esteio,RS
93214,-29.82375947158733,-51.161108572180574,sapucaia do sul,RS
93285,-29.85867400806036,-51.14748465774186,esteio,RS
93265,-29.86052011236187,-51.158060813630726,esteio,RS
93218,-29.818783357158374,-51.14884532833578,sapucaia do sul,RS
93265,-29.854740898159637,-51.174950577879855,esteio,RS
93260,-29.84253524841373,-51.16950282020864,esteio,RS
93280,-29.845438910156368,-51.15069087458554,esteio,RS
93226,-29.844627119614447,-51.14457089372673,sapucaia do sul,RS
93260,-29.846310643631128,-51.171349328618604,esteio,RS
93220,-29.83432966892845,-51.159870960423575,sapucaia do sul,RS
93285,-29.862626132218328,-51.14816897399499,esteio,RS
93260,-29.841059844629868,-51.16998496718391,esteio,RS
93220,-29.829918230280015,-51.15537906366258,sapucaia do sul,RS
93216,-29.81674556140966,-51.15024851401873,sapucaia do sul,RS
93260,-29.83887995054104,-51.16850962137867,esteio,RS
93230,-29.84363099353307,-51.12588036353527,sapucaia do sul,RS
93218,-29.820799023223547,-51.147386641051604,sapucaia do sul,RS
93214,-29.82511979413517,-51.15189803548571,sapucaia do sul,RS
93224,-29.833809432764696,-51.13851226924698,sapucaia do sul,RS
93224,-29.82622801834185,-51.13520863567778,sapucaia do sul,RS
93280,-29.854529250539397,-51.15750936488677,esteio,RS
93280,-29.850432434553625,-51.15497858078083,esteio,RS
93290,-29.861267816325284,-51.14379938017378,esteio,RS
93270,-29.847391940141893,-51.18967946018568,esteio,RS
93295,-29.85586593258093,-51.13683183579061,esteio,RS
93285,-29.862268238746108,-51.15215041989456,esteio,RS
93222,-29.8155688530569,-51.134289818976896,sapucaia do sul,RS
93222,-29.824502788203773,-51.136909025862714,sapucaia do sul,RS
93265,-29.848733782390205,-51.17216903646531,esteio,RS
93214,-29.81911233314252,-51.15131845285799,sapucaia do sul,RS
93260,-29.840907839162284,-51.17446429720759,esteio,RS
93280,-29.84862394241021,-51.158236703988784,esteio,RS
93224,-29.83081840542428,-51.143333404725176,sapucaia do sul,RS
93224,-29.840523874405807,-51.139557060956314,sapucaia do sul,RS
93260,-29.842403465798782,-51.157875299762004,esteio,RS
93280,-29.85086698391753,-51.146922358762644,esteio,RS
93224,-29.824000471790892,-51.13588074187182,sapucaia do sul,RS
93222,-29.82093016332713,-51.136819342436674,sapucaia do sul,RS
93260,-29.844054326102533,-51.17143218423086,esteio,RS
93295,-29.858692090241874,-51.13033132518196,esteio,RS
93285,-29.852331136156675,-51.164766588723246,esteio,RS
93260,-29.841781381905196,-51.15457623212056,esteio,RS
93285,-29.858074379781183,-51.15925829906092,esteio,RS
93265,-29.851028042293485,-51.168861211902936,esteio,RS
93216,-29.819754000000003,-51.14928599999998,sapucaia do sul,RS
93218,-29.81571660913723,-51.146828907340726,sapucaia do sul,RS
93220,-29.83028104432681,-51.15077698979456,sapucaia do sul,RS
93260,-29.83503734143651,-51.16320515895433,esteio,RS
93226,-29.84014081370714,-51.1267602688418,sapucaia do sul,RS
93290,-29.861843711169467,-51.14339995946161,esteio,RS
93230,-29.84180595799133,-51.126102057713936,sapucaia do sul,RS
93260,-29.84597568480115,-51.17564860606223,esteio,RS
93224,-29.83194715179339,-51.14428463433722,sapucaia do sul,RS
93290,-29.862944234381853,-51.14191131755635,esteio,RS
93280,-29.8528912191125,-51.1466868894824,esteio,RS
93226,-29.835908563747388,-51.14532123571536,sapucaia do sul,RS
93230,-29.843816588375486,-51.1139073626786,sapucaia do sul,RS
93295,-29.862116213203763,-51.13358757870568,esteio,RS
93270,-29.847820371397987,-51.18825268950663,esteio,RS
93220,-29.829705737531533,-51.15111896785682,sapucaia do sul,RS
93224,-29.829593119284393,-51.14152860066982,sapucaia do sul,RS
93228,-29.840222949698788,-51.13195184301414,sapucaia do sul,RS
93265,-29.850200128221108,-51.17227044915099,esteio,RS
93220,-29.824919134649786,-51.144815229265745,sapucaia do sul,RS
93216,-29.81757699249733,-51.15768687474636,sapucaia do sul,RS
93226,-29.843024852235217,-51.140372043096896,sapucaia do sul,RS
93280,-29.846825784437648,-51.15256919671714,esteio,RS
93265,-29.85019534246781,-51.1712606552067,esteio,RS
93224,-29.83587341966352,-51.143728713002425,sapucaia do sul,RS
93214,-29.822776465858787,-51.152013088661114,sapucaia do sul,RS
93212,-29.809106111383358,-51.16592129901427,sapucaia do sul,RS
93220,-29.826095743336406,-51.14059281693935,sapucaia do sul,RS
93290,-29.85516042870548,-51.14126343928393,esteio,RS
93260,-29.84525979287957,-51.1707636537621,esteio,RS
93260,-29.84390845538625,-51.16155341385526,esteio,RS
93226,-29.840546016912146,-51.14648610113243,sapucaia do sul,RS
93265,-29.84510751875426,-51.173771729346285,esteio,RS
93220,-29.829275623661623,-51.15675395332672,sapucaia do sul,RS
93230,-29.850231720589623,-51.12567669437974,sapucaia do sul,RS
93295,-29.855494226940703,-51.13761526094701,esteio,RS
93214,-29.82239034285356,-51.154277135362705,sapucaia do sul,RS
93265,-29.847203943535433,-51.167085854205354,esteio,RS
93210,-29.826110553288913,-51.16075467131878,sapucaia do sul,RS
93224,-29.827497028049923,-51.13395141165864,sapucaia do sul,RS
93280,-29.858348023374514,-51.15046011821439,esteio,RS
93260,-29.83878621016839,-51.16376634772515,esteio,RS
93224,-29.83540779849695,-51.13291583131947,sapucaia do sul,RS
93285,-29.861445026671234,-51.15099914669179,esteio,RS
93285,-29.858943070589994,-51.150946576396535,esteio,RS
93214,-29.82430090470031,-51.15800316544519,sapucaia do sul,RS
93222,-29.822094016462003,-51.13942966832232,sapucaia do sul,RS
93285,-29.862171356527906,-51.15627440452371,esteio,RS
93218,-29.809275610821253,-51.14785564016221,sapucaia do sul,RS
93214,-29.825043592196625,-51.16330407990054,sapucaia do sul,RS
93285,-29.85727317568474,-51.14897226888364,esteio,RS
93220,-29.825623000677343,-51.14220887175538,sapucaia do sul,RS
93218,-29.81912457729916,-51.146688433237905,sapucaia do sul,RS
93260,-29.840174259636306,-51.15835892800686,esteio,RS
93216,-29.81870616297049,-51.15196073559299,sapucaia do sul,RS
93216,-29.81459984265377,-51.157063672878216,sapucaia do sul,RS
93226,-29.835078205505123,-51.14641506940235,sapucaia do sul,RS
93265,-29.848862663562002,-51.17121480054312,esteio,RS
93226,-29.846786442187145,-51.14472918837394,sapucaia do sul,RS
93265,-29.85314979740718,-51.1762877560448,esteio,RS
93214,-29.822626791701524,-51.1580054707838,sapucaia do sul,RS
93285,-29.853231491962475,-51.165404890258806,esteio,RS
93285,-29.85644214850859,-51.16005288131956,esteio,RS
93285,-29.86255935541778,-51.15491649354942,esteio,RS
93260,-29.844597022561306,-51.16929725371868,esteio,RS
93212,-29.812021388786306,-51.163040765017364,sapucaia do sul,RS
93218,-29.817650742423204,-51.144258395895854,sapucaia do sul,RS
93212,-29.80932431947751,-51.16742568709359,sapucaia do sul,RS
93260,-29.843230590379086,-51.16767467963199,esteio,RS
93260,-29.83547339696155,-51.16488563597081,esteio,RS
93260,-29.851385937822773,-51.17674330555218,esteio,RS
93216,-29.812647307435924,-51.154386804860785,sapucaia do sul,RS
93280,-29.84731436703264,-51.15890178672467,esteio,RS
93280,-29.857159879461843,-51.15045366457635,esteio,RS
93270,-29.846411729253717,-51.17886432286654,esteio,RS
93224,-29.831319414590983,-51.14284035609046,sapucaia do sul,RS
93260,-29.83875030519022,-51.16362438581917,esteio,RS
93260,-29.845699956335526,-51.16624080301978,esteio,RS
93224,-29.829473443042666,-51.136005953887995,sapucaia do sul,RS
93295,-29.860452057343174,-51.133274682998426,esteio,RS
93216,-29.81857225064599,-51.15393993881504,sapucaia do sul,RS
93220,-29.82811203976083,-51.15040484710294,sapucaia do sul,RS
93224,-29.8356450936463,-51.136695931326045,sapucaia do sul,RS
93214,-29.822003696282355,-51.15266198134743,sapucaia do sul,RS
93230,-29.847064701652823,-51.13406206258242,sapucaia do sul,RS
93265,-29.85008266376308,-51.17044238158137,esteio,RS
93290,-29.861545358868398,-51.14360963170042,esteio,RS
93270,-29.84948859283444,-51.18805044617077,esteio,RS
93265,-29.85020232169136,-51.17273327137546,esteio,RS
93285,-29.862237164959197,-51.152951589841976,esteio,RS
93280,-29.85010744511549,-51.14743435556645,esteio,RS
93230,-29.846659077398023,-51.134346439857204,sapucaia do sul,RS
93280,-29.849028844560042,-51.16678374204507,esteio,RS
93224,-29.831554970044774,-51.148147660592784,sapucaia do sul,RS
93290,-29.848502824290076,-51.14605858151582,esteio,RS
93280,-29.84918032949216,-51.166628526184454,esteio,RS
93295,-29.856886625669397,-51.13631894164767,esteio,RS
93285,-29.86024930377734,-51.160776395654366,esteio,RS
93280,-29.85731273287585,-51.151413440016114,esteio,RS
93228,-29.85217564192316,-51.132577444891005,sapucaia do sul,RS
93212,-29.809945224886444,-51.16217812030348,sapucaia do sul,RS
93224,-29.83842984036963,-51.13859716186184,sapucaia do sul,RS
93228,-29.848956687458536,-51.139941651719845,sapucaia do sul,RS
93212,-29.80803370476405,-51.18131564864449,sapucaia do sul,RS
93224,-29.835286612353684,-51.14459286371433,sapucaia do sul,RS
93225,-29.832105961071854,-51.131938675176656,sapucaia do sul,RS
93214,-29.825603354231877,-51.164101010860136,sapucaia do sul,RS
93216,-29.815767074731607,-51.15004776464046,sapucaia do sul,RS
93228,-29.846408646352387,-51.14141999999998,sapucaia do sul,RS
93226,-29.83507148051847,-51.148844400191784,sapucaia do sul,RS
93270,-29.839115398527678,-51.171690110679634,esteio,RS
93224,-29.837518847594506,-51.14489355695907,sapucaia do sul,RS
93216,-29.81551392769809,-51.151538023114405,sapucaia do sul,RS
93270,-29.84590140858017,-51.18857432588032,esteio,RS
93216,-29.816792304385796,-51.1528740165195,sapucaia do sul,RS
93285,-29.860636205260487,-51.14676089840191,esteio,RS
93214,-29.82444246520595,-51.16010674709406,sapucaia do sul,RS
93265,-29.84945104922704,-51.165456967303115,esteio,RS
93265,-29.860962337555836,-51.17773019812435,esteio,RS
93265,-29.845353159652504,-51.17388476763573,esteio,RS
93225,-29.83281061698471,-51.13220504627049,sapucaia do sul,RS
93214,-29.82359270815052,-51.15465894936593,sapucaia do sul,RS
93218,-29.809086780679678,-51.14779077707182,sapucaia do sul,RS
93210,-29.8216928474323,-51.14684448032878,sapucaia do sul,RS
93224,-29.83571326014672,-51.14133486633765,sapucaia do sul,RS
93230,-29.847795305858078,-51.12540317798356,sapucaia do sul,RS
93265,-29.856420197796968,-51.16653279793064,esteio,RS
93270,-29.847645196470356,-51.18285234049673,esteio,RS
93220,-29.829197010486933,-51.15182970710094,sapucaia do sul,RS
93265,-29.844617657235688,-51.15781381457197,esteio,RS
93228,-29.846888782092943,-51.14323225093082,sapucaia do sul,RS
93225,-29.83423051741476,-51.1292280779259,sapucaia do sul,RS
93265,-29.850064238310054,-51.17528327547625,esteio,RS
93210,-29.82261890365824,-51.165974013731095,sapucaia do sul,RS
93226,-29.83731487930609,-51.15116739114493,sapucaia do sul,RS
93270,-29.843185258313994,-51.185235551656646,esteio,RS
93270,-29.84439865821626,-51.18295118572047,esteio,RS
93220,-29.82423243854382,-51.1480730164191,sapucaia do sul,RS
93224,-29.83024189853638,-51.14002571718833,sapucaia do sul,RS
93280,-29.85014960457365,-51.166654815410325,esteio,RS
93216,-29.81325029654079,-51.160687717451474,sapucaia do sul,RS
93220,-29.83037395619721,-51.153114400529184,sapucaia do sul,RS
93222,-29.81705519356125,-51.13500244204641,sapucaia do sul,RS
93212,-29.811810048617517,-51.182224098246905,sapucaia do sul,RS
93265,-29.85432071417629,-51.16767471937355,esteio,RS
93226,-29.84026401707163,-51.14788165076063,sapucaia do sul,RS
93226,-29.83739281577241,-51.149404333461476,sapucaia do sul,RS
93214,-29.820876124610766,-51.152068477449106,sapucaia do sul,RS
93230,-29.854661867509797,-51.1268100772155,sapucaia do sul,RS
93218,-29.814144943158013,-51.14403110542931,sapucaia do sul,RS
93270,-29.848294080488802,-51.184870782349684,esteio,RS
93295,-29.85573572932602,-51.13704013691162,esteio,RS
93220,-29.82727371315401,-51.150968613246256,sapucaia do sul,RS
93285,-29.861196246269284,-51.15608846665384,esteio,RS
93219,-29.802155724082,-51.13181189430493,sapucaia do sul,RS
93230,-29.853909399601783,-51.128950885611296,sapucaia do sul,RS
93260,-29.834722576839944,-51.1638776978483,esteio,RS
93285,-29.85252823229296,-51.162283243854255,esteio,RS
93214,-29.819901813796765,-51.150659646003064,sapucaia do sul,RS
93285,-29.85859776430012,-51.14975651726297,esteio,RS
93222,-29.820221789164485,-51.139243908949155,sapucaia do sul,RS
93280,-29.84882179482476,-51.15475891006667,esteio,RS
93222,-29.81763932628551,-51.13556982281352,sapucaia do sul,RS
93295,-29.855815878723124,-51.1364779845144,esteio,RS
93224,-29.83500095849579,-51.132879841826785,sapucaia do sul,RS
93230,-29.844180134795824,-51.113762300445174,sapucaia do sul,RS
93222,-29.82259326601612,-51.14062569724267,sapucaia do sul,RS
93265,-29.844498467988938,-51.157313506088045,esteio,RS
93285,-29.86106274066669,-51.1498151052981,esteio,RS
93214,-29.82016255536986,-51.16566761270265,sapucaia do sul,RS
93214,-29.82358531253708,-51.16967628535793,sapucaia do sul,RS
93260,-29.84284657799635,-51.164539344254884,esteio,RS
93265,-29.85285638894379,-51.169071263428314,esteio,RS
93265,-29.848926133190346,-51.16485758291172,esteio,RS
93265,-29.853231551601677,-51.17416553250961,esteio,RS
93222,-29.81889969497321,-51.14051909435084,sapucaia do sul,RS
93226,-29.834203830755673,-51.1535261173882,sapucaia do sul,RS
93224,-29.838297010242282,-51.14044976059754,sapucaia do sul,RS
93222,-29.815459125100716,-51.13251137033357,sapucaia do sul,RS
93212,-29.805631172614326,-51.16310839696821,sapucaia do sul,RS
93225,-29.83301766349809,-51.130767882133846,sapucaia do sul,RS
93212,-29.813422345424872,-51.16863013100732,sapucaia do sul,RS
93222,-29.822386739803648,-51.132399116471284,sapucaia do sul,RS
93220,-29.825979922814067,-51.148044234686296,sapucaia do sul,RS
93265,-29.84911134449395,-51.1652471138383,esteio,RS
93226,-29.84270486082903,-51.1470490558823,sapucaia do sul,RS
93260,-29.843944393201475,-51.17178283227733,esteio,RS
93224,-29.831614117504763,-51.13561143563944,sapucaia do sul,RS
93295,-29.86084617405268,-51.130390722141506,esteio,RS
93222,-29.822619995241407,-51.13115365687375,sapucaia do sul,RS
93228,-29.84889764550233,-51.139550356814524,sapucaia do sul,RS
93224,-29.837462122533644,-51.13484523179419,sapucaia do sul,RS
93220,-29.828064317856178,-51.149351575104724,sapucaia do sul,RS
93290,-29.855842600522013,-51.144502543332216,esteio,RS
93265,-29.84776947190271,-51.17100873970668,esteio,RS
93226,-29.83361587388893,-51.15440221847224,sapucaia do sul,RS
93218,-29.81633681231125,-51.147162057785046,sapucaia do sul,RS
93212,-29.80835454854317,-51.180675874998805,sapucaia do sul,RS
93270,-29.846432644653326,-51.18907704283292,esteio,RS
93224,-29.826696060699916,-51.141626776709565,sapucaia do sul,RS
93212,-29.806993934214834,-51.160167444981795,sapucaia do sul,RS
93265,-29.847222865166906,-51.168833028814994,esteio,RS
93222,-29.820670198650173,-51.143164177243435,sapucaia do sul,RS
93218,-29.804517,-51.1395885,sapucaia do sul,RS
93336,-29.694824051412695,-51.13882357830916,novo hamburgo,RS
93310,-29.68146908281949,-51.130429794478715,novo hamburgo,RS
93334,-29.699426612548713,-51.143721066533715,novo hamburgo,RS
93340,-29.68912359715008,-51.147098318127604,novo hamburgo,RS
93320,-29.724040852613463,-51.138084495887306,novo hamburgo,RS
93310,-29.684640131543976,-51.13608679868428,novo hamburgo,RS
93310,-29.680174523304334,-51.13780098420971,novo hamburgo,RS
93310,-29.67258683042767,-51.139345770881484,novo hamburgo,RS
93330,-29.719659791684908,-51.1426116857381,novo hamburgo,RS
93315,-29.679675510009826,-51.136968187982,novo hamburgo,RS
93320,-29.690300419930715,-51.12928056162134,novo hamburgo,RS
93315,-29.68085696367548,-51.13232163187554,novo hamburgo,RS
93330,-29.720653791698627,-51.141408899928656,novo hamburgo,RS
93310,-29.68437388148622,-51.1360663566618,novo hamburgo,RS
93310,-29.687488739362784,-51.13904167271762,novo hamburgo,RS
93320,-29.712190500000002,-51.133239,novo hamburgo,RS
93320,-29.690712467713343,-51.13066196362653,novo hamburgo,RS
93320,-29.6961841141051,-51.135032475903465,novo hamburgo,RS
93336,-29.691696109442958,-51.13629150548986,novo hamburgo,RS
93347,-29.675741335580245,-51.168123241574065,novo hamburgo,RS
93351,-29.65125112664279,-51.14171812609125,novo hamburgo,RS
93336,-29.68441398468112,-51.12162852542738,novo hamburgo,RS
93315,-29.677341275589573,-51.13739910861935,novo hamburgo,RS
93334,-29.709152291477476,-51.14207565123228,novo hamburgo,RS
93315,-29.672689748900968,-51.1360042448851,novo hamburgo,RS
93348,-29.67923604262464,-51.147943902324236,novo hamburgo,RS
93315,-29.671007132426485,-51.13678184294986,novo hamburgo,RS
93336,-29.691507232698942,-51.13542020474566,novo hamburgo,RS
93346,-29.67329202064853,-51.15033934594618,novo hamburgo,RS
93315,-29.679972771860328,-51.136254123578226,novo hamburgo,RS
93351,-29.647596689006907,-51.13469654006385,novo hamburgo,RS
93351,-29.643613838237236,-51.139689531161004,novo hamburgo,RS
93336,-29.700423244098577,-51.136111232653924,novo hamburgo,RS
93332,-29.710341018193603,-51.13665779773532,novo hamburgo,RS
